"","Destination","cd_lod_type","Source","Ms_Yr","Ms_Per","weightTon","transport_type"
"428","GBSOU","6","GBLOW",2022,1,384.04,"MAR"
"429","ESSVQ","2","GBLOW",2021,6,6053.97,"MAR"
"430","DOMAN","3","CRMOB",2020,10,4347.67,"MAR"
"431","ESSVQ","1","GBSOU",2020,5,3494.71,"MAR"
"432","ARSPD","1","ESSVQ",2018,2,9925.24,"MAR"
"433","CMDLA","6","DOMAN",2020,1,4116.53,"MAR"
"434","CIABJ","6","USNNS",2018,8,9835.86,"MAR"
"435","GBSSS","1","DOMAN",2018,2,5032.07,"MAR"
"436","GHTEM","3","GBSOU",2021,3,2598.97,"MAR"
"437","BEANR","9","ARSPD",2018,10,5837.72,"MAR"
"438","USNNS","9","CRMOB",2019,2,3345.66,"MAR"
"439","GBLOW","2","GBSSS",2018,3,5516.31,"MAR"
"440","CIABJ","1","DKNAK",2019,2,2806.99,"MAR"
"441","SEYST","1","GBSSS",2020,11,9694.55,"MAR"
"442","GHTEM","5","USNNS",2020,5,8859.38,"MAR"
"443","GBSSS","2","ESSVQ",2018,11,3623.17,"MAR"
"444","COTRB","2","USNNS",2022,6,6054.14,"MAR"
"445","BEANR","5","ESSVQ",2018,10,4495.23,"MAR"
"446","CRMOB","3","DKNAK",2019,10,6621.96,"MAR"
"447","GBLOW","1","GHTEM",2019,7,8451.23,"MAR"
"448","SEYST","5","GBLOW",2019,9,4161.27,"MAR"
"449","DOMAN","5","CMDLA",2018,4,8750.32,"MAR"
"450","DOMAN","5","CMDLA",2020,2,2535.79,"MAR"
"451","USNNS","3","CMDLA",2020,10,5499.59,"MAR"
"452","ARSPD","6","GHTEM",2018,10,8447.11,"MAR"
"453","SEYST","3","SEYST",2021,9,9933.81,"MAR"
"454","GBSOU","9","DOMAN",2021,9,4635.74,"MAR"
"455","ARSPD","3","GHTEM",2022,4,1252.47,"MAR"
"456","GHTEM","2","ARSPD",2018,9,9506.6,"MAR"
"457","DKNAK","3","GBSSS",2022,1,5164.8,"MAR"
"458","ESSVQ","2","CMDLA",2022,3,6046.38,"MAR"
"459","GBLOW","5","DOMAN",2020,2,2494,"MAR"
"460","BEANR","6","USNNS",2018,2,3756.61,"MAR"
"461","CRMOB","1","GBSOU",2020,5,6736.13,"MAR"
"462","BEANR","9","USNNS",2021,7,911.96,"MAR"
"463","CRMOB","5","CRMOB",2022,10,534.6,"MAR"
"464","DKNAK","5","GHTEM",2020,2,3462.64,"MAR"
"465","CRMOB","9","ARSPD",2019,3,1101.64,"MAR"
"466","GBLOW","6","ARSPD",2020,6,8887.51,"MAR"
"467","GBLOW","6","BEANR",2020,10,2004.82,"MAR"
"468","CRMOB","9","DOMAN",2022,8,1981.73,"MAR"
"469","USNNS","6","GHTEM",2019,5,3883,"MAR"
"470","SEYST","6","CMDLA",2021,4,4519.84,"MAR"
"471","DKNAK","6","GBSSS",2021,12,6308.12,"MAR"
"472","GBSOU","9","CMDLA",2022,3,1952.53,"MAR"
"473","GHTEM","2","ESSVQ",2019,7,6427.86,"MAR"
"474","USNNS","3","SEYST",2021,3,8565.94,"MAR"
"475","SEYST","5","DKNAK",2022,9,6695.17,"MAR"
"476","COTRB","5","CIABJ",2018,1,3298.08,"MAR"
"477","SEYST","3","GBSSS",2019,8,6202.16,"MAR"
"478","ARSPD","9","ESSVQ",2019,5,6474.2,"MAR"
"479","BEANR","3","GBLOW",2020,12,6322.35,"MAR"
"480","CIABJ","1","ESSVQ",2020,3,9673.14,"MAR"
"481","BEANR","3","USNNS",2022,11,4982.3,"MAR"
"482","COTRB","2","BEANR",2018,9,112.31,"MAR"
"483","ESSVQ","6","CMDLA",2020,12,9801.82,"MAR"
"484","CIABJ","2","DKNAK",2021,6,6186.14,"MAR"
"485","CRMOB","6","ESSVQ",2018,12,251.83,"MAR"
"486","DOMAN","6","COTRB",2020,9,4381.69,"MAR"
"487","GHTEM","6","GBSSS",2021,12,132.61,"MAR"
"488","GHTEM","3","CIABJ",2022,11,2251.8,"MAR"
"489","CIABJ","2","CIABJ",2021,4,4304.15,"MAR"
"490","CRMOB","1","USNNS",2018,9,4205.6,"MAR"
"491","GBSSS","9","ARSPD",2022,5,896.82,"MAR"
"492","GBLOW","3","GBLOW",2022,8,1879.3,"MAR"
"493","BEANR","9","CRMOB",2022,9,4286.57,"MAR"
"494","ESSVQ","9","GBSSS",2018,6,7430.56,"MAR"
"495","COTRB","6","GBLOW",2020,6,7241.45,"MAR"
"496","CMDLA","9","DKNAK",2018,3,8840.21,"MAR"
"497","DKNAK","2","DKNAK",2022,11,7228.36,"MAR"
"498","COTRB","9","DOMAN",2020,12,3677.8,"MAR"
"499","CRMOB","2","CIABJ",2021,8,4208.72,"MAR"
"500","CIABJ","1","DKNAK",2020,2,1799.58,"MAR"
"501","GBLOW","3","CRMOB",2021,8,761.14,"MAR"
"502","DKNAK","5","USNNS",2021,1,9390.45,"MAR"
"503","DOMAN","6","ARSPD",2021,7,5813.4,"MAR"
"504","GBLOW","9","ESSVQ",2020,12,5286.88,"MAR"
"505","GBSOU","9","CIABJ",2020,9,6990.45,"MAR"
"506","GHTEM","2","USNNS",2018,7,2632.3,"MAR"
"507","GHTEM","3","CRMOB",2022,10,6527.77,"MAR"
"508","CMDLA","2","GBLOW",2019,11,6552.94,"MAR"
"509","COTRB","3","GBSSS",2018,6,9363.59,"MAR"
"510","GBSSS","1","DOMAN",2020,9,321.64,"MAR"
"511","GBSOU","1","ARSPD",2018,3,3488.5,"MAR"
"512","CRMOB","3","SEYST",2021,10,5227.91,"MAR"
"513","SEYST","9","GBSOU",2020,10,5230.93,"MAR"
"514","COTRB","6","GHTEM",2021,1,69.46,"MAR"
"515","CIABJ","6","DOMAN",2020,6,9493.82,"MAR"
"516","COTRB","6","ESSVQ",2018,4,7182.31,"MAR"
"517","ARSPD","1","USNNS",2019,2,7050.55,"MAR"
"518","GBSSS","9","CIABJ",2021,7,1095.02,"MAR"
"519","ESSVQ","6","GBSOU",2020,8,3466.8,"MAR"
"520","CIABJ","6","GBLOW",2022,2,7127.51,"MAR"
"521","CRMOB","2","GHTEM",2018,8,5372.2,"MAR"
"522","SEYST","1","SEYST",2022,9,8869.83,"MAR"
"523","ARSPD","6","DOMAN",2021,10,6604.19,"MAR"
"524","CIABJ","2","COTRB",2020,3,49.73,"MAR"
"525","GBSOU","9","GHTEM",2019,2,5967.2,"MAR"
"526","ESSVQ","2","GBSSS",2020,6,9937.84,"MAR"
"527","GBSSS","6","GBLOW",2019,3,8579.12,"MAR"
"528","GHTEM","5","BEANR",2021,6,6374.32,"MAR"
"529","COTRB","1","DOMAN",2020,2,8796.61,"MAR"
"530","CIABJ","6","SEYST",2021,11,2051.65,"MAR"
"531","ARSPD","3","ESSVQ",2021,1,6661.66,"MAR"
"532","ESSVQ","9","BEANR",2019,11,8440.04,"MAR"
"533","GHTEM","2","GBLOW",2022,1,2053.3,"MAR"
"534","CMDLA","5","CIABJ",2021,8,6575.08,"MAR"
"535","GBSOU","1","GBSSS",2019,4,1803.84,"MAR"
"536","SEYST","9","USNNS",2018,11,5262.67,"MAR"
"537","ESSVQ","9","BEANR",2022,7,5305.62,"MAR"
"538","CMDLA","9","BEANR",2022,9,5044.37,"MAR"
"539","CMDLA","6","CIABJ",2020,7,5246.52,"MAR"
"540","ESSVQ","2","BEANR",2021,2,7078.92,"MAR"
"541","USNNS","9","GHTEM",2018,2,3896.06,"MAR"
"542","ESSVQ","5","DOMAN",2018,10,5059.48,"MAR"
"543","GBSOU","1","GBSOU",2020,3,9705.2,"MAR"
"544","DKNAK","5","GBSOU",2018,4,9750.85,"MAR"
"545","BEANR","2","DKNAK",2018,9,4749.43,"MAR"
"546","CIABJ","2","CMDLA",2019,4,7292.3,"MAR"
"547","GBSSS","1","CMDLA",2018,5,7620.91,"MAR"
"548","USNNS","3","ARSPD",2019,6,1858.73,"MAR"
"549","CRMOB","5","DOMAN",2021,7,2133.56,"MAR"
"550","USNNS","3","GHTEM",2020,10,3381.23,"MAR"
"551","DKNAK","3","SEYST",2018,10,8350.18,"MAR"
"552","ARSPD","9","DKNAK",2019,3,2440.14,"MAR"
"553","GBSOU","1","CMDLA",2019,11,7287.6,"MAR"
"554","USNNS","2","GHTEM",2020,8,3685.67,"MAR"
"555","USNNS","9","GBLOW",2018,7,2703.6,"MAR"
"556","SEYST","5","GBLOW",2020,8,9327.33,"MAR"
"557","CIABJ","6","GHTEM",2018,2,14.45,"MAR"
"558","USNNS","6","COTRB",2020,3,6149.03,"MAR"
"559","GHTEM","9","CIABJ",2019,10,2668.11,"MAR"
"560","DKNAK","3","CMDLA",2018,12,6537.01,"MAR"
"561","GBSSS","6","CMDLA",2021,4,4640.19,"MAR"
"562","ESSVQ","5","GHTEM",2018,6,3347.44,"MAR"
"563","CRMOB","1","CRMOB",2019,11,3819.08,"MAR"
"564","ARSPD","9","GHTEM",2022,6,9797.4,"MAR"
"565","CMDLA","6","BEANR",2019,12,9013.54,"MAR"
"566","COTRB","3","SEYST",2022,12,8162.42,"MAR"
"567","COTRB","2","BEANR",2020,3,2775.09,"MAR"
"568","SEYST","9","CIABJ",2018,11,5789.29,"MAR"
"569","ARSPD","5","BEANR",2021,10,7248.92,"MAR"
"570","DOMAN","2","COTRB",2020,7,6582.27,"MAR"
"571","GHTEM","9","GBSSS",2018,8,1343.83,"MAR"
"572","GBSSS","3","GBSSS",2018,7,131.31,"MAR"
"573","DOMAN","3","DKNAK",2021,12,1908.93,"MAR"
"574","GBLOW","9","DOMAN",2020,3,2537.94,"MAR"
"575","CMDLA","6","CMDLA",2019,6,9790.85,"MAR"
"576","ARSPD","3","ARSPD",2020,5,3886.41,"MAR"
"577","GBSOU","2","ARSPD",2019,4,4953.01,"MAR"
"578","ESSVQ","2","GBSSS",2018,11,9375.04,"MAR"
"579","USNNS","6","BEANR",2018,2,6853.54,"MAR"
"580","ARSPD","3","BEANR",2020,12,5890.59,"MAR"
"581","ARSPD","3","DKNAK",2018,3,9465.67,"MAR"
"582","GBSOU","2","USNNS",2020,2,6965.39,"MAR"
"583","GBLOW","1","CIABJ",2021,5,7159.81,"MAR"
"584","GBLOW","9","BEANR",2021,1,8853.4,"MAR"
"585","CIABJ","2","USNNS",2018,10,9999.25,"MAR"
"586","CIABJ","6","ESSVQ",2018,7,447.45,"MAR"
"587","COTRB","2","SEYST",2022,3,8170.19,"MAR"
"588","DKNAK","2","CMDLA",2022,9,8876.96,"MAR"
"589","CMDLA","9","USNNS",2019,11,1523.01,"MAR"
"590","GBSSS","1","GHTEM",2021,8,9480.38,"MAR"
"591","SEYST","1","GBLOW",2018,2,6859.86,"MAR"
"592","GBSSS","5","DOMAN",2018,12,4079.37,"MAR"
"593","CIABJ","2","CRMOB",2022,1,6842.72,"MAR"
"594","COTRB","5","DKNAK",2021,5,520.82,"MAR"
"595","GHTEM","6","GBSSS",2018,9,1450.04,"MAR"
"596","DKNAK","9","GHTEM",2018,8,31.42,"MAR"
"597","BEANR","9","GBLOW",2020,12,648.1,"MAR"
"598","GBSSS","9","GBSOU",2021,3,6804.53,"MAR"
"599","GBSOU","1","ARSPD",2019,12,7633.62,"MAR"
"600","CIABJ","1","USNNS",2022,2,8260.07,"MAR"
"601","ESSVQ","5","BEANR",2018,12,1446.32,"MAR"
"602","GBSOU","2","ESSVQ",2019,11,9252.2,"MAR"
"603","USNNS","3","CRMOB",2020,6,3715.28,"MAR"
"604","CRMOB","5","GHTEM",2021,11,8181.39,"MAR"
"605","BEANR","2","ARSPD",2022,1,3909.58,"MAR"
"606","SEYST","3","CIABJ",2022,4,2411.61,"MAR"
"607","CRMOB","5","GBSSS",2020,8,7227.27,"MAR"
"608","USNNS","5","COTRB",2019,8,7789.81,"MAR"
"609","ESSVQ","3","CIABJ",2022,5,3364.57,"MAR"
"610","BEANR","1","GBSSS",2019,4,1686.53,"MAR"
"611","DKNAK","3","ARSPD",2019,8,4595.39,"MAR"
"612","COTRB","9","GHTEM",2022,9,9247.87,"MAR"
"613","USNNS","3","GBLOW",2018,8,4737.84,"MAR"
"614","ESSVQ","2","ARSPD",2020,4,7351.27,"MAR"
"615","GBLOW","3","SEYST",2022,5,661.75,"MAR"
"616","ARSPD","3","USNNS",2022,8,5666.22,"MAR"
"617","USNNS","3","DKNAK",2019,2,8784.87,"MAR"
"618","ARSPD","9","GBSSS",2018,3,3367.11,"MAR"
"619","GBSSS","6","GHTEM",2019,7,8789.24,"MAR"
"620","SEYST","6","CRMOB",2022,6,3923.01,"MAR"
"621","GHTEM","9","ESSVQ",2022,5,3363.39,"MAR"
"622","SEYST","1","COTRB",2021,1,5103.86,"MAR"
"623","COTRB","2","GHTEM",2021,12,9521.77,"MAR"
"624","BEANR","2","GBSSS",2022,5,5116.64,"MAR"
"625","GBSSS","3","CMDLA",2021,1,6308.84,"MAR"
"626","DOMAN","9","USNNS",2019,11,4472.91,"MAR"
"627","GBSOU","6","ARSPD",2019,4,7780.45,"MAR"
"628","CRMOB","9","CRMOB",2020,6,4044.83,"MAR"
"629","ESSVQ","5","DOMAN",2019,8,7430.61,"MAR"
"630","DKNAK","6","CMDLA",2021,7,6563.11,"MAR"
"631","GBSSS","6","GBSOU",2021,5,8923.22,"MAR"
"632","SEYST","5","COTRB",2021,6,6525.92,"MAR"
"633","GBLOW","5","SEYST",2022,2,4128.91,"MAR"
"634","CIABJ","1","SEYST",2019,2,4554.4,"MAR"
"635","ESSVQ","6","DKNAK",2022,1,4671.76,"MAR"
"636","GBSOU","1","ARSPD",2019,10,7453.71,"MAR"
"637","DOMAN","1","GBSOU",2020,8,9867.47,"MAR"
"638","GHTEM","6","SEYST",2018,7,1243.59,"MAR"
"639","GBSSS","1","DOMAN",2021,3,6931.33,"MAR"
"640","COTRB","1","SEYST",2019,12,8974.08,"MAR"
"641","COTRB","5","DKNAK",2018,12,8291.4,"MAR"
"642","GBSOU","5","GHTEM",2022,11,2009.1,"MAR"
"643","BEANR","1","USNNS",2018,7,2102.04,"MAR"
"644","GBSOU","6","GBLOW",2021,7,7389.93,"MAR"
"645","CIABJ","1","CIABJ",2018,1,5177.77,"MAR"
"646","SEYST","3","SEYST",2019,4,6546.7,"MAR"
"647","GBLOW","5","CRMOB",2018,6,1188.41,"MAR"
"648","COTRB","3","BEANR",2018,9,35.45,"MAR"
"649","SEYST","9","ESSVQ",2021,10,1806.15,"MAR"
"650","BEANR","5","GBSOU",2021,1,8723.88,"MAR"
"651","ARSPD","5","GBSSS",2019,4,7491.68,"MAR"
"652","GBLOW","3","CIABJ",2022,3,3419.97,"MAR"
"653","GBLOW","2","GBSOU",2022,3,5317.4,"MAR"
"654","CIABJ","9","CRMOB",2021,3,6176.86,"MAR"
"655","GHTEM","5","DKNAK",2022,11,9332.93,"MAR"
"656","ESSVQ","3","ARSPD",2019,1,2594.62,"MAR"
"657","ARSPD","3","GBSOU",2018,2,5279.74,"MAR"
"658","CMDLA","2","BEANR",2020,9,2110.9,"MAR"
"659","DOMAN","6","GBLOW",2018,3,1585.36,"MAR"
"660","GBSSS","6","CRMOB",2021,8,4588.95,"MAR"
"661","CIABJ","6","GBSSS",2022,8,8651.63,"MAR"
"662","DOMAN","1","GBSSS",2021,5,5931.12,"MAR"
"663","SEYST","5","COTRB",2019,11,3021.58,"MAR"
"664","USNNS","3","GBSSS",2022,3,8443.8,"MAR"
"665","GBSOU","2","SEYST",2021,3,70.6,"MAR"
"666","COTRB","3","ESSVQ",2019,5,7887.67,"MAR"
"667","GBSOU","3","COTRB",2018,7,9318.1,"MAR"
"668","DOMAN","5","GHTEM",2020,8,8854.47,"MAR"
"669","CIABJ","3","CRMOB",2022,7,2777.85,"MAR"
"670","BEANR","3","USNNS",2021,10,3621.7,"MAR"
"671","CRMOB","5","DKNAK",2018,6,4688.25,"MAR"
"672","GBLOW","2","DOMAN",2019,4,6023.8,"MAR"
"673","DKNAK","1","CRMOB",2018,1,2418.31,"MAR"
"674","USNNS","6","CRMOB",2020,7,5319.31,"MAR"
"675","ARSPD","2","CIABJ",2021,1,2526.44,"MAR"
"676","CIABJ","9","CMDLA",2018,12,9432.92,"MAR"
"677","CIABJ","9","CMDLA",2019,6,1922.92,"MAR"
"678","CRMOB","9","DOMAN",2020,1,3550.48,"MAR"
"679","ARSPD","6","ESSVQ",2019,10,4904.39,"MAR"
"680","GBSSS","6","BEANR",2021,5,6380.98,"MAR"
"681","DKNAK","2","DKNAK",2018,3,6195.66,"MAR"
"682","BEANR","9","CIABJ",2020,2,5986.46,"MAR"
"683","GHTEM","6","CIABJ",2019,11,8182.31,"MAR"
"684","COTRB","1","GBLOW",2019,5,2628.89,"MAR"
"685","CMDLA","1","CIABJ",2020,3,329.97,"MAR"
"686","CMDLA","3","USNNS",2022,1,8718.92,"MAR"
"687","COTRB","6","GBSSS",2019,1,8654.3,"MAR"
"688","GBSSS","5","CMDLA",2021,3,2103.52,"MAR"
"689","GHTEM","5","GBSOU",2019,12,1817.87,"MAR"
"690","ESSVQ","5","GBSSS",2019,8,7254.41,"MAR"
"691","DOMAN","5","SEYST",2021,12,9675.1,"MAR"
"692","CIABJ","2","GBSSS",2018,2,865.45,"MAR"
"693","USNNS","5","COTRB",2021,8,8556.67,"MAR"
"694","USNNS","1","USNNS",2021,9,8919.29,"MAR"
"695","COTRB","2","GBLOW",2019,2,2836.56,"MAR"
"696","ESSVQ","3","SEYST",2022,10,2803.42,"MAR"
"697","DOMAN","5","GHTEM",2022,8,3482.96,"MAR"
"698","SEYST","2","GHTEM",2022,2,7263.17,"MAR"
"699","GBSSS","1","CIABJ",2018,3,1547.55,"MAR"
"700","BEANR","5","ARSPD",2020,9,3484.09,"MAR"
"701","GBSOU","6","DOMAN",2019,10,5360.15,"MAR"
"702","DOMAN","2","CIABJ",2020,5,5490.37,"MAR"
"703","GHTEM","6","SEYST",2020,2,6145.69,"MAR"
"704","CRMOB","5","CRMOB",2022,2,9983.74,"MAR"
"705","GHTEM","3","GBSOU",2019,5,3956.4,"MAR"
"706","BEANR","3","ESSVQ",2019,6,8152.88,"MAR"
"707","GBSSS","5","GBSSS",2018,9,4346.17,"MAR"
"708","DKNAK","2","GBSSS",2021,7,1902.77,"MAR"
"709","GBSOU","3","GBSSS",2018,10,2911.75,"MAR"
"710","GHTEM","9","GBSOU",2022,2,2146.67,"MAR"
"711","DOMAN","2","COTRB",2018,1,2613.94,"MAR"
"712","GBSOU","1","COTRB",2019,1,1889.79,"MAR"
"713","CMDLA","2","COTRB",2020,6,5802.04,"MAR"
"714","CIABJ","3","ARSPD",2018,8,3330.14,"MAR"
"715","BEANR","3","GBSSS",2018,9,8500.79,"MAR"
"716","GBSOU","6","SEYST",2021,5,4866.84,"MAR"
"717","GBLOW","6","COTRB",2019,6,1807.56,"MAR"
"718","CIABJ","9","SEYST",2018,2,870.48,"MAR"
"719","ARSPD","5","DOMAN",2022,11,7625.75,"MAR"
"720","CRMOB","3","CRMOB",2020,2,9086.94,"MAR"
"721","GHTEM","2","USNNS",2022,1,5415.05,"MAR"
"722","CIABJ","1","USNNS",2019,4,3275.77,"MAR"
"723","USNNS","6","DKNAK",2021,6,9748.68,"MAR"
"724","CMDLA","3","SEYST",2020,11,9593.56,"MAR"
"725","CIABJ","1","GBSSS",2019,10,7496.54,"MAR"
"726","CMDLA","5","SEYST",2018,11,7443.08,"MAR"
"727","CMDLA","9","CMDLA",2020,10,2586.9,"MAR"
"728","ESSVQ","2","SEYST",2021,6,2660.35,"MAR"
"729","BEANR","5","BEANR",2018,10,8761.37,"MAR"
"730","SEYST","9","ESSVQ",2019,7,530.67,"MAR"
"731","CIABJ","9","DKNAK",2021,6,2466.52,"MAR"
"732","GBLOW","9","BEANR",2018,6,3280.89,"MAR"
"733","BEANR","6","CIABJ",2018,9,5113.24,"MAR"
"734","CMDLA","3","DKNAK",2021,11,3017.83,"MAR"
"735","GBSSS","9","ARSPD",2022,10,640.3,"MAR"
"736","GBSSS","3","GHTEM",2019,10,3925.58,"MAR"
"737","DOMAN","6","SEYST",2020,2,5545.82,"MAR"
"738","DOMAN","3","BEANR",2019,9,9750.35,"MAR"
"739","ESSVQ","9","CIABJ",2022,3,5428.7,"MAR"
"740","ARSPD","6","GHTEM",2019,10,6503.72,"MAR"
"741","CRMOB","9","CRMOB",2021,7,3267.7,"MAR"
"742","GBSSS","1","GBSOU",2018,4,8394.33,"MAR"
"743","ESSVQ","9","CMDLA",2019,9,4453.86,"MAR"
"744","DOMAN","1","ESSVQ",2020,11,795.15,"MAR"
"745","CRMOB","2","ESSVQ",2020,11,363.07,"MAR"
"746","CMDLA","9","BEANR",2021,1,514.88,"MAR"
"747","COTRB","5","GBSOU",2022,5,3677.82,"MAR"
"748","DOMAN","5","CMDLA",2019,8,9874.66,"MAR"
"749","ESSVQ","3","CIABJ",2019,4,2673.42,"MAR"
"750","GHTEM","9","DKNAK",2021,8,8108.76,"MAR"
"751","ARSPD","9","GBSOU",2018,6,4190.52,"MAR"
"752","USNNS","1","COTRB",2018,1,4811.66,"MAR"
"753","CMDLA","3","GBLOW",2021,2,4562.95,"MAR"
"754","CRMOB","1","CIABJ",2018,6,1659.31,"MAR"
"755","CIABJ","2","DOMAN",2021,10,5841.97,"MAR"
"756","GBSSS","1","SEYST",2022,1,3043.37,"MAR"
"757","CMDLA","3","GBLOW",2019,8,4735.15,"MAR"
"758","USNNS","3","USNNS",2020,8,5943.84,"MAR"
"759","SEYST","9","USNNS",2019,10,8764.08,"MAR"
"760","BEANR","5","GHTEM",2022,5,231.44,"MAR"
"761","COTRB","2","GHTEM",2021,5,8773.84,"MAR"
"762","GBSSS","3","COTRB",2018,1,2683.71,"MAR"
"763","SEYST","6","BEANR",2019,5,2793.58,"MAR"
"764","USNNS","1","ARSPD",2018,10,9203.34,"MAR"
"765","GBSSS","5","ESSVQ",2018,8,7104.82,"MAR"
"766","GHTEM","3","ESSVQ",2019,11,3140.15,"MAR"
"767","SEYST","6","CRMOB",2018,10,2706.79,"MAR"
"768","GBSOU","3","DKNAK",2019,4,8659.1,"MAR"
"769","GBSSS","2","GBSSS",2021,4,830.69,"MAR"
"770","ESSVQ","9","ESSVQ",2018,10,9475.57,"MAR"
"771","GHTEM","6","CRMOB",2022,7,347.19,"MAR"
"772","BEANR","1","USNNS",2019,4,7844.51,"MAR"
"773","CIABJ","2","GBLOW",2022,10,8104.03,"MAR"
"774","DKNAK","9","DOMAN",2019,7,8972.55,"MAR"
"775","SEYST","9","CMDLA",2021,6,1457.72,"MAR"
"776","CRMOB","5","GBSSS",2018,7,450.35,"MAR"
"777","DKNAK","6","COTRB",2021,3,2644.76,"MAR"
"778","ARSPD","2","USNNS",2021,8,6437.19,"MAR"
"779","DKNAK","5","ARSPD",2022,6,7632.81,"MAR"
"780","ARSPD","3","CRMOB",2021,2,510,"MAR"
"781","CRMOB","5","DOMAN",2019,7,2190.54,"MAR"
"782","GBSOU","1","GBSSS",2018,7,2442.63,"MAR"
"783","CMDLA","2","GBSOU",2019,9,9038.2,"MAR"
"784","BEANR","3","ARSPD",2022,11,3191.42,"MAR"
"785","ESSVQ","5","CMDLA",2018,8,1436.02,"MAR"
"786","ARSPD","2","GBSOU",2019,5,1504.49,"MAR"
"787","SEYST","3","GBSSS",2021,9,8906.08,"MAR"
"788","DKNAK","1","GBSOU",2022,9,5978.86,"MAR"
"789","GBLOW","6","CRMOB",2021,3,4239.07,"MAR"
"790","BEANR","3","COTRB",2019,4,1908.23,"MAR"
"791","CRMOB","3","GBSOU",2021,5,7386.87,"MAR"
"792","ESSVQ","9","ESSVQ",2019,2,4305.22,"MAR"
"793","ARSPD","9","DOMAN",2022,11,5439.47,"MAR"
"794","ESSVQ","3","COTRB",2020,10,5579.21,"MAR"
"795","COTRB","6","ARSPD",2020,9,9678.08,"MAR"
"796","GHTEM","3","DOMAN",2018,7,9586.36,"MAR"
"797","GHTEM","5","DKNAK",2019,7,4772.29,"MAR"
"798","COTRB","1","DOMAN",2018,12,4403.82,"MAR"
"799","DKNAK","6","BEANR",2022,7,1069.75,"MAR"
"800","GBSOU","1","DOMAN",2020,11,4873.48,"MAR"
"801","ESSVQ","1","CRMOB",2019,11,9577.61,"MAR"
"802","SEYST","2","ESSVQ",2019,12,1664.75,"MAR"
"803","SEYST","6","CRMOB",2021,10,7521.51,"MAR"
"804","BEANR","2","CIABJ",2018,4,9071.09,"MAR"
"805","GBSSS","9","CMDLA",2022,2,675.38,"MAR"
"806","DKNAK","6","GBLOW",2022,6,8819.61,"MAR"
"807","DOMAN","6","GBSOU",2021,1,77.8,"MAR"
"808","GBSSS","6","ESSVQ",2018,2,2006.9,"MAR"
"809","CMDLA","9","COTRB",2021,12,2078.78,"MAR"
"810","CMDLA","2","DOMAN",2022,2,1725.8,"MAR"
"811","USNNS","3","GBSOU",2020,12,696.38,"MAR"
"812","CIABJ","3","DKNAK",2022,7,3579.68,"MAR"
"813","BEANR","5","GBSSS",2020,1,8092.69,"MAR"
"814","DKNAK","2","DKNAK",2018,5,8970.26,"MAR"
"815","DKNAK","9","DKNAK",2021,11,264.65,"MAR"
"816","CIABJ","1","GBSOU",2021,7,7251.32,"MAR"
"817","CRMOB","3","BEANR",2018,5,5785.46,"MAR"
"818","GBLOW","9","USNNS",2018,6,9076.47,"MAR"
"819","GBSOU","3","COTRB",2019,9,5546.22,"MAR"
"820","GBLOW","5","COTRB",2018,10,1931.53,"MAR"
"821","ESSVQ","3","COTRB",2022,6,7289.47,"MAR"
"822","GHTEM","9","BEANR",2019,7,3970.83,"MAR"
"823","USNNS","9","CMDLA",2019,12,2030.15,"MAR"
"824","GBSSS","2","BEANR",2019,7,1936.31,"MAR"
"825","GBSOU","1","ESSVQ",2021,11,5406.98,"MAR"
"826","CIABJ","5","GBSSS",2022,1,6993.45,"MAR"
"827","BEANR","1","USNNS",2020,1,5469.79,"MAR"
"828","CIABJ","6","CMDLA",2020,11,9671.87,"MAR"
"829","COTRB","9","CRMOB",2022,12,9500.3,"MAR"
"830","DKNAK","1","CMDLA",2018,5,3546.49,"MAR"
"831","COTRB","6","GHTEM",2019,1,2860.01,"MAR"
"832","USNNS","6","USNNS",2022,3,4792.81,"MAR"
"833","USNNS","6","BEANR",2018,9,3481.61,"MAR"
"834","CMDLA","9","ESSVQ",2019,4,5713.61,"MAR"
"835","CIABJ","9","CRMOB",2022,4,4882.76,"MAR"
"836","GHTEM","2","DKNAK",2020,2,9451.97,"MAR"
"837","USNNS","1","COTRB",2020,12,3454.98,"MAR"
"838","USNNS","6","DKNAK",2020,8,3914.28,"MAR"
"839","ESSVQ","1","CMDLA",2020,8,1838.35,"MAR"
"840","CRMOB","5","GHTEM",2022,10,3306.66,"MAR"
"841","CMDLA","9","COTRB",2022,6,691.14,"MAR"
"842","DOMAN","9","BEANR",2021,5,8077.17,"MAR"
"843","CMDLA","9","CIABJ",2018,6,5537.58,"MAR"
"844","ESSVQ","2","GHTEM",2021,11,1440.33,"MAR"
"845","SEYST","6","USNNS",2020,4,5967.6,"MAR"
"846","GBSSS","1","GBLOW",2022,2,3477.99,"MAR"
"847","ESSVQ","1","SEYST",2018,4,5929.47,"MAR"
"848","CIABJ","6","DKNAK",2020,1,5279.21,"MAR"
"849","CIABJ","3","DKNAK",2018,6,3225.89,"MAR"
"850","DKNAK","6","BEANR",2022,1,6831.04,"MAR"
"851","DKNAK","3","GBSOU",2020,5,4838.16,"MAR"
"852","CIABJ","6","CIABJ",2019,7,9492.89,"MAR"
"853","GBSOU","1","CRMOB",2021,5,5528.46,"MAR"
"854","ESSVQ","6","CMDLA",2021,1,3531.34,"MAR"
"855","SEYST","2","CMDLA",2018,8,8605.67,"MAR"
"856","COTRB","9","DOMAN",2019,1,8992.48,"MAR"
