"label","date","Type","id","color","size","value","group1","DegreeConnections"
"BEANR",2020-05-01,"All",26,"red",30,5914,"BE",16
"GBLOW",2020-05-01,"All",124,"blue",30,5024,"GB",6
"SEYST",2020-05-01,"All",41,"blue",30,8913,"SE",19
"ESSVQ",2020-05-01,"All",163,"blue",30,9461,"ES",7
"DKNAK",2020-05-01,"All",155,"blue",30,185,"DK",1
"GBSOU",2020-05-01,"All",193,"blue",30,1270,"GB",6
"GBSSS",2020-05-01,"All",32,"blue",30,8352,"GB",11
"CIABJ",2020-05-01,"All",32,"blue",30,6075,"CI",7
"CMDLA",2020-05-01,"All",177,"red",30,2752,"CM",18
"GHTEM",2020-05-01,"All",172,"red",30,672,"GH",13
"COTRB",2020-05-01,"All",123,"blue",30,5487,"CO",12
"CRMOB",2020-05-01,"All",64,"blue",30,1809,"CR",17
"DOMAN",2020-05-01,"All",51,"blue",30,2631,"DO",2
"ARSPD",2020-05-01,"All",181,"blue",30,4820,"AR",6
"USNNS",2020-05-01,"All",46,"blue",30,9795,"US",8
"BEANR",2020-06-01,"All",104,"blue",30,6293,"BE",11
"GBLOW",2020-06-01,"All",5,"red",30,3009,"GB",12
"SEYST",2020-06-01,"All",99,"red",30,8902,"SE",19
"ESSVQ",2020-06-01,"All",64,"red",30,7179,"ES",11
"DKNAK",2020-06-01,"All",77,"blue",30,9002,"DK",17
"GBSOU",2020-06-01,"All",141,"red",30,7781,"GB",13
"GBSSS",2020-06-01,"All",149,"blue",30,5027,"GB",11
"CIABJ",2020-06-01,"All",95,"red",30,9654,"CI",20
"CMDLA",2020-06-01,"All",182,"blue",30,7480,"CM",7
"GHTEM",2020-06-01,"All",66,"blue",30,6354,"GH",7
"COTRB",2020-06-01,"All",171,"blue",30,7002,"CO",6
"CRMOB",2020-06-01,"All",33,"red",30,3296,"CR",15
"DOMAN",2020-06-01,"All",100,"blue",30,5079,"DO",15
"ARSPD",2020-06-01,"All",112,"red",30,260,"AR",17
"USNNS",2020-06-01,"All",27,"blue",30,2217,"US",3
"BEANR",2020-07-01,"All",1,"blue",30,9357,"BE",18
"GBLOW",2020-07-01,"All",165,"red",30,5857,"GB",1
"SEYST",2020-07-01,"All",9,"blue",30,3639,"SE",20
"ESSVQ",2020-07-01,"All",100,"red",30,214,"ES",4
"DKNAK",2020-07-01,"All",200,"red",30,6005,"DK",14
"GBSOU",2020-07-01,"All",77,"red",30,6735,"GB",6
"GBSSS",2020-07-01,"All",162,"red",30,5928,"GB",3
"CIABJ",2020-07-01,"All",9,"blue",30,6227,"CI",19
"CMDLA",2020-07-01,"All",100,"blue",30,3171,"CM",9
"GHTEM",2020-07-01,"All",119,"blue",30,1606,"GH",15
"COTRB",2020-07-01,"All",139,"red",30,9890,"CO",5
"CRMOB",2020-07-01,"All",7,"blue",30,7225,"CR",9
"DOMAN",2020-07-01,"All",143,"red",30,4090,"DO",19
"ARSPD",2020-07-01,"All",137,"blue",30,4255,"AR",17
"USNNS",2020-07-01,"All",43,"blue",30,502,"US",10
"BEANR",2020-08-01,"All",16,"red",30,4114,"BE",6
"GBLOW",2020-08-01,"All",182,"blue",30,5558,"GB",19
"SEYST",2020-08-01,"All",152,"red",30,1234,"SE",3
"ESSVQ",2020-08-01,"All",96,"red",30,4641,"ES",14
"DKNAK",2020-08-01,"All",98,"blue",30,866,"DK",5
"GBSOU",2020-08-01,"All",160,"blue",30,1873,"GB",15
"GBSSS",2020-08-01,"All",50,"red",30,9278,"GB",19
"CIABJ",2020-08-01,"All",149,"blue",30,5408,"CI",1
"CMDLA",2020-08-01,"All",145,"blue",30,8206,"CM",20
"GHTEM",2020-08-01,"All",165,"blue",30,9238,"GH",18
"COTRB",2020-08-01,"All",110,"red",30,4301,"CO",2
"CRMOB",2020-08-01,"All",23,"red",30,4561,"CR",11
"DOMAN",2020-08-01,"All",89,"blue",30,7162,"DO",9
"ARSPD",2020-08-01,"All",26,"red",30,6437,"AR",9
"USNNS",2020-08-01,"All",171,"blue",30,5741,"US",8
"BEANR",2020-09-01,"All",187,"red",30,7165,"BE",14
"GBLOW",2020-09-01,"All",144,"blue",30,7582,"GB",17
"SEYST",2020-09-01,"All",106,"blue",30,3114,"SE",17
"ESSVQ",2020-09-01,"All",179,"red",30,9795,"ES",6
"DKNAK",2020-09-01,"All",195,"blue",30,7988,"DK",18
"GBSOU",2020-09-01,"All",55,"blue",30,7809,"GB",8
"GBSSS",2020-09-01,"All",56,"blue",30,5106,"GB",14
"CIABJ",2020-09-01,"All",12,"blue",30,1357,"CI",13
"CMDLA",2020-09-01,"All",101,"red",30,9276,"CM",15
"GHTEM",2020-09-01,"All",96,"red",30,2516,"GH",8
"COTRB",2020-09-01,"All",134,"red",30,6228,"CO",7
"CRMOB",2020-09-01,"All",164,"blue",30,4950,"CR",13
"DOMAN",2020-09-01,"All",156,"red",30,9082,"DO",15
"ARSPD",2020-09-01,"All",80,"blue",30,3008,"AR",16
"USNNS",2020-09-01,"All",128,"red",30,1365,"US",18
"BEANR",2020-10-01,"All",37,"blue",30,2750,"BE",1
"GBLOW",2020-10-01,"All",86,"blue",30,7488,"GB",3
"SEYST",2020-10-01,"All",164,"red",30,5584,"SE",2
"ESSVQ",2020-10-01,"All",83,"red",30,9237,"ES",9
"DKNAK",2020-10-01,"All",12,"blue",30,3606,"DK",2
"GBSOU",2020-10-01,"All",20,"red",30,4156,"GB",1
"GBSSS",2020-10-01,"All",178,"red",30,2783,"GB",4
"CIABJ",2020-10-01,"All",154,"red",30,5505,"CI",15
"CMDLA",2020-10-01,"All",5,"red",30,9368,"CM",7
"GHTEM",2020-10-01,"All",37,"red",30,3595,"GH",1
"COTRB",2020-10-01,"All",159,"red",30,957,"CO",14
"CRMOB",2020-10-01,"All",67,"blue",30,6648,"CR",6
"DOMAN",2020-10-01,"All",1,"red",30,7521,"DO",10
"ARSPD",2020-10-01,"All",196,"blue",30,6522,"AR",6
"USNNS",2020-10-01,"All",38,"blue",30,5300,"US",2
"BEANR",2020-11-01,"All",139,"blue",30,5919,"BE",4
"GBLOW",2020-11-01,"All",39,"red",30,5515,"GB",18
"SEYST",2020-11-01,"All",84,"red",30,6350,"SE",8
"ESSVQ",2020-11-01,"All",98,"red",30,5307,"ES",17
"DKNAK",2020-11-01,"All",110,"blue",30,4986,"DK",12
"GBSOU",2020-11-01,"All",184,"red",30,6729,"GB",5
"GBSSS",2020-11-01,"All",7,"blue",30,5112,"GB",14
"CIABJ",2020-11-01,"All",178,"blue",30,1274,"CI",17
"CMDLA",2020-11-01,"All",74,"red",30,2809,"CM",1
"GHTEM",2020-11-01,"All",47,"red",30,1179,"GH",2
"COTRB",2020-11-01,"All",50,"blue",30,1087,"CO",2
"CRMOB",2020-11-01,"All",48,"red",30,1209,"CR",18
"DOMAN",2020-11-01,"All",190,"blue",30,6400,"DO",6
"ARSPD",2020-11-01,"All",162,"blue",30,7151,"AR",8
"USNNS",2020-11-01,"All",11,"red",30,192,"US",2
"BEANR",2020-12-01,"All",123,"red",30,6270,"BE",17
"GBLOW",2020-12-01,"All",46,"blue",30,3450,"GB",2
"SEYST",2020-12-01,"All",182,"red",30,4504,"SE",14
"ESSVQ",2020-12-01,"All",23,"red",30,5119,"ES",13
"DKNAK",2020-12-01,"All",25,"blue",30,6953,"DK",4
"GBSOU",2020-12-01,"All",174,"blue",30,9719,"GB",13
"GBSSS",2020-12-01,"All",124,"red",30,9892,"GB",12
"CIABJ",2020-12-01,"All",156,"red",30,2094,"CI",4
"CMDLA",2020-12-01,"All",120,"red",30,3740,"CM",15
"GHTEM",2020-12-01,"All",39,"red",30,7199,"GH",4
"COTRB",2020-12-01,"All",175,"red",30,6836,"CO",15
"CRMOB",2020-12-01,"All",151,"red",30,6855,"CR",5
"DOMAN",2020-12-01,"All",176,"red",30,9001,"DO",18
"ARSPD",2020-12-01,"All",26,"blue",30,5120,"AR",7
"USNNS",2020-12-01,"All",68,"red",30,3887,"US",1
"BEANR",2021-01-01,"All",61,"red",30,6544,"BE",13
"GBLOW",2021-01-01,"All",34,"blue",30,9251,"GB",20
"SEYST",2021-01-01,"All",6,"blue",30,7677,"SE",9
"ESSVQ",2021-01-01,"All",77,"blue",30,4043,"ES",15
"DKNAK",2021-01-01,"All",152,"blue",30,2169,"DK",4
"GBSOU",2021-01-01,"All",103,"red",30,4827,"GB",1
"GBSSS",2021-01-01,"All",36,"red",30,8800,"GB",12
"CIABJ",2021-01-01,"All",130,"blue",30,4812,"CI",2
"CMDLA",2021-01-01,"All",100,"red",30,5941,"CM",1
"GHTEM",2021-01-01,"All",93,"red",30,8378,"GH",12
"COTRB",2021-01-01,"All",4,"blue",30,9547,"CO",1
"CRMOB",2021-01-01,"All",128,"red",30,3644,"CR",19
"DOMAN",2021-01-01,"All",64,"red",30,1839,"DO",12
"ARSPD",2021-01-01,"All",169,"blue",30,7128,"AR",2
"USNNS",2021-01-01,"All",192,"blue",30,2466,"US",19
"BEANR",2021-02-01,"All",116,"blue",30,917,"BE",10
"GBLOW",2021-02-01,"All",147,"red",30,9670,"GB",14
"SEYST",2021-02-01,"All",176,"red",30,4454,"SE",16
"ESSVQ",2021-02-01,"All",16,"blue",30,606,"ES",2
"DKNAK",2021-02-01,"All",14,"red",30,9166,"DK",9
"GBSOU",2021-02-01,"All",52,"blue",30,6267,"GB",5
"GBSSS",2021-02-01,"All",39,"red",30,8945,"GB",7
"CIABJ",2021-02-01,"All",124,"blue",30,5726,"CI",17
"CMDLA",2021-02-01,"All",195,"blue",30,6016,"CM",15
"GHTEM",2021-02-01,"All",122,"red",30,392,"GH",12
"COTRB",2021-02-01,"All",86,"red",30,1213,"CO",5
"CRMOB",2021-02-01,"All",117,"red",30,8328,"CR",2
"DOMAN",2021-02-01,"All",70,"blue",30,4832,"DO",4
"ARSPD",2021-02-01,"All",100,"red",30,2539,"AR",2
"USNNS",2021-02-01,"All",64,"blue",30,6985,"US",4
"BEANR",2021-03-01,"All",173,"red",30,1213,"BE",2
"GBLOW",2021-03-01,"All",198,"blue",30,5001,"GB",10
"SEYST",2021-03-01,"All",35,"red",30,8303,"SE",6
"ESSVQ",2021-03-01,"All",159,"blue",30,6102,"ES",11
"DKNAK",2021-03-01,"All",48,"red",30,1867,"DK",20
"GBSOU",2021-03-01,"All",106,"blue",30,248,"GB",1
"GBSSS",2021-03-01,"All",10,"blue",30,7147,"GB",13
"CIABJ",2021-03-01,"All",109,"red",30,7745,"CI",18
"CMDLA",2021-03-01,"All",157,"red",30,4228,"CM",15
"GHTEM",2021-03-01,"All",193,"red",30,4074,"GH",15
"COTRB",2021-03-01,"All",25,"blue",30,7755,"CO",1
"CRMOB",2021-03-01,"All",180,"red",30,7942,"CR",6
"DOMAN",2021-03-01,"All",5,"red",30,5796,"DO",8
"ARSPD",2021-03-01,"All",108,"red",30,4188,"AR",4
"USNNS",2021-03-01,"All",129,"red",30,2504,"US",8
"BEANR",2021-04-01,"All",47,"red",30,7598,"BE",8
"GBLOW",2021-04-01,"All",199,"blue",30,4375,"GB",16
"SEYST",2021-04-01,"All",117,"blue",30,5966,"SE",20
"ESSVQ",2021-04-01,"All",15,"red",30,8632,"ES",12
"DKNAK",2021-04-01,"All",183,"red",30,2162,"DK",18
"GBSOU",2021-04-01,"All",24,"red",30,482,"GB",13
"GBSSS",2021-04-01,"All",31,"red",30,5271,"GB",10
"CIABJ",2021-04-01,"All",93,"blue",30,9096,"CI",4
"CMDLA",2021-04-01,"All",150,"red",30,9710,"CM",6
"GHTEM",2021-04-01,"All",119,"blue",30,6116,"GH",13
"COTRB",2021-04-01,"All",175,"blue",30,4096,"CO",4
"CRMOB",2021-04-01,"All",46,"blue",30,7283,"CR",18
"DOMAN",2021-04-01,"All",3,"red",30,9448,"DO",19
"ARSPD",2021-04-01,"All",117,"red",30,4387,"AR",5
"USNNS",2021-04-01,"All",90,"red",30,4402,"US",11
"BEANR",2021-05-01,"All",194,"red",30,2366,"BE",20
"GBLOW",2021-05-01,"All",66,"blue",30,2937,"GB",4
"SEYST",2021-05-01,"All",89,"red",30,2651,"SE",18
"ESSVQ",2021-05-01,"All",168,"red",30,9109,"ES",3
"DKNAK",2021-05-01,"All",7,"blue",30,9109,"DK",17
"GBSOU",2021-05-01,"All",114,"red",30,7131,"GB",13
"GBSSS",2021-05-01,"All",198,"blue",30,7409,"GB",1
"CIABJ",2021-05-01,"All",63,"blue",30,82,"CI",19
"CMDLA",2021-05-01,"All",36,"red",30,5141,"CM",5
"GHTEM",2021-05-01,"All",76,"blue",30,1934,"GH",13
"COTRB",2021-05-01,"All",178,"blue",30,4084,"CO",20
"CRMOB",2021-05-01,"All",25,"blue",30,8552,"CR",14
"DOMAN",2021-05-01,"All",109,"red",30,3383,"DO",17
"ARSPD",2021-05-01,"All",8,"red",30,3985,"AR",3
"USNNS",2021-05-01,"All",103,"blue",30,568,"US",12
"BEANR",2021-06-01,"All",24,"blue",30,1128,"BE",20
"GBLOW",2021-06-01,"All",195,"red",30,2664,"GB",6
"SEYST",2021-06-01,"All",40,"blue",30,3394,"SE",20
"ESSVQ",2021-06-01,"All",57,"red",30,110,"ES",5
"DKNAK",2021-06-01,"All",177,"blue",30,1482,"DK",3
"GBSOU",2021-06-01,"All",141,"blue",30,1458,"GB",3
"GBSSS",2021-06-01,"All",171,"red",30,9474,"GB",1
"CIABJ",2021-06-01,"All",49,"red",30,2497,"CI",12
"CMDLA",2021-06-01,"All",85,"blue",30,4808,"CM",10
"GHTEM",2021-06-01,"All",61,"blue",30,4861,"GH",5
"COTRB",2021-06-01,"All",45,"red",30,882,"CO",17
"CRMOB",2021-06-01,"All",176,"red",30,6970,"CR",7
"DOMAN",2021-06-01,"All",186,"blue",30,4993,"DO",19
"ARSPD",2021-06-01,"All",43,"blue",30,9352,"AR",15
"USNNS",2021-06-01,"All",105,"blue",30,5422,"US",14
"BEANR",2021-07-01,"All",126,"red",30,2447,"BE",18
"GBLOW",2021-07-01,"All",44,"blue",30,1099,"GB",15
"SEYST",2021-07-01,"All",12,"red",30,2117,"SE",5
"ESSVQ",2021-07-01,"All",92,"blue",30,3173,"ES",19
"DKNAK",2021-07-01,"All",167,"blue",30,6626,"DK",19
"GBSOU",2021-07-01,"All",1,"blue",30,1432,"GB",19
"GBSSS",2021-07-01,"All",29,"blue",30,8955,"GB",1
"CIABJ",2021-07-01,"All",38,"red",30,4565,"CI",13
"CMDLA",2021-07-01,"All",181,"red",30,3462,"CM",18
"GHTEM",2021-07-01,"All",83,"red",30,6546,"GH",9
"COTRB",2021-07-01,"All",40,"blue",30,6743,"CO",15
"CRMOB",2021-07-01,"All",120,"blue",30,8151,"CR",1
"DOMAN",2021-07-01,"All",77,"red",30,2965,"DO",6
"ARSPD",2021-07-01,"All",150,"blue",30,2599,"AR",19
"USNNS",2021-07-01,"All",55,"blue",30,4886,"US",1
"BEANR",2021-08-01,"All",94,"red",30,945,"BE",16
"GBLOW",2021-08-01,"All",188,"red",30,9865,"GB",7
"SEYST",2021-08-01,"All",181,"blue",30,7327,"SE",11
"ESSVQ",2021-08-01,"All",117,"blue",30,4833,"ES",20
"DKNAK",2021-08-01,"All",109,"blue",30,9865,"DK",20
"GBSOU",2021-08-01,"All",133,"red",30,9534,"GB",13
"GBSSS",2021-08-01,"All",39,"blue",30,8754,"GB",20
"CIABJ",2021-08-01,"All",150,"red",30,6633,"CI",14
"CMDLA",2021-08-01,"All",37,"red",30,3122,"CM",9
"GHTEM",2021-08-01,"All",64,"red",30,4582,"GH",19
"COTRB",2021-08-01,"All",126,"red",30,2960,"CO",2
"CRMOB",2021-08-01,"All",73,"red",30,216,"CR",1
"DOMAN",2021-08-01,"All",150,"red",30,1799,"DO",15
"ARSPD",2021-08-01,"All",44,"blue",30,4280,"AR",12
"USNNS",2021-08-01,"All",147,"red",30,3450,"US",13
"BEANR",2021-09-01,"All",79,"blue",30,5886,"BE",8
"GBLOW",2021-09-01,"All",17,"blue",30,6574,"GB",19
"SEYST",2021-09-01,"All",14,"red",30,5835,"SE",15
"ESSVQ",2021-09-01,"All",144,"blue",30,42,"ES",8
"DKNAK",2021-09-01,"All",147,"blue",30,3574,"DK",16
"GBSOU",2021-09-01,"All",125,"red",30,1212,"GB",9
"GBSSS",2021-09-01,"All",94,"blue",30,899,"GB",17
"CIABJ",2021-09-01,"All",156,"blue",30,3801,"CI",16
"CMDLA",2021-09-01,"All",144,"red",30,5456,"CM",7
"GHTEM",2021-09-01,"All",28,"blue",30,2156,"GH",11
"COTRB",2021-09-01,"All",2,"blue",30,9622,"CO",13
"CRMOB",2021-09-01,"All",147,"blue",30,3246,"CR",10
"DOMAN",2021-09-01,"All",192,"blue",30,9673,"DO",11
"ARSPD",2021-09-01,"All",82,"red",30,195,"AR",1
"USNNS",2021-09-01,"All",26,"red",30,8019,"US",20
"BEANR",2021-10-01,"All",21,"red",30,1740,"BE",6
"GBLOW",2021-10-01,"All",135,"red",30,2217,"GB",15
"SEYST",2021-10-01,"All",7,"red",30,210,"SE",6
"ESSVQ",2021-10-01,"All",197,"blue",30,8766,"ES",16
"DKNAK",2021-10-01,"All",49,"blue",30,635,"DK",8
"GBSOU",2021-10-01,"All",180,"red",30,4007,"GB",18
"GBSSS",2021-10-01,"All",172,"red",30,9071,"GB",9
"CIABJ",2021-10-01,"All",48,"blue",30,6011,"CI",8
"CMDLA",2021-10-01,"All",127,"blue",30,1681,"CM",20
"GHTEM",2021-10-01,"All",84,"red",30,4269,"GH",4
"COTRB",2021-10-01,"All",88,"red",30,6240,"CO",3
"CRMOB",2021-10-01,"All",66,"blue",30,1962,"CR",16
"DOMAN",2021-10-01,"All",122,"red",30,2473,"DO",2
"ARSPD",2021-10-01,"All",151,"blue",30,5685,"AR",9
"USNNS",2021-10-01,"All",168,"blue",30,3114,"US",12
"BEANR",2021-11-01,"All",76,"blue",30,4720,"BE",2
"GBLOW",2021-11-01,"All",102,"red",30,8577,"GB",14
"SEYST",2021-11-01,"All",121,"blue",30,9641,"SE",12
"ESSVQ",2021-11-01,"All",13,"blue",30,8249,"ES",8
"DKNAK",2021-11-01,"All",133,"red",30,827,"DK",17
"GBSOU",2021-11-01,"All",50,"blue",30,8327,"GB",19
"GBSSS",2021-11-01,"All",104,"red",30,5534,"GB",19
"CIABJ",2021-11-01,"All",86,"red",30,973,"CI",17
"CMDLA",2021-11-01,"All",138,"blue",30,8086,"CM",14
"GHTEM",2021-11-01,"All",122,"red",30,2755,"GH",4
"COTRB",2021-11-01,"All",199,"red",30,3672,"CO",19
"CRMOB",2021-11-01,"All",86,"blue",30,9524,"CR",12
"DOMAN",2021-11-01,"All",171,"blue",30,1211,"DO",8
"ARSPD",2021-11-01,"All",98,"red",30,4758,"AR",1
"USNNS",2021-11-01,"All",153,"red",30,5643,"US",20
"BEANR",2021-12-01,"All",54,"red",30,5381,"BE",19
"GBLOW",2021-12-01,"All",154,"blue",30,1176,"GB",8
"SEYST",2021-12-01,"All",120,"blue",30,3334,"SE",15
"ESSVQ",2021-12-01,"All",87,"red",30,5209,"ES",1
"DKNAK",2021-12-01,"All",130,"blue",30,9957,"DK",7
"GBSOU",2021-12-01,"All",92,"red",30,7265,"GB",17
"GBSSS",2021-12-01,"All",157,"blue",30,4578,"GB",6
"CIABJ",2021-12-01,"All",78,"red",30,7026,"CI",18
"CMDLA",2021-12-01,"All",78,"blue",30,1518,"CM",16
"GHTEM",2021-12-01,"All",117,"blue",30,7005,"GH",18
"COTRB",2021-12-01,"All",79,"blue",30,3846,"CO",8
"CRMOB",2021-12-01,"All",6,"blue",30,5092,"CR",14
"DOMAN",2021-12-01,"All",133,"red",30,3852,"DO",13
"ARSPD",2021-12-01,"All",34,"blue",30,6879,"AR",3
"USNNS",2021-12-01,"All",36,"blue",30,305,"US",10
"BEANR",2022-01-01,"All",182,"red",30,3298,"BE",5
"GBLOW",2022-01-01,"All",125,"blue",30,541,"GB",15
"SEYST",2022-01-01,"All",2,"red",30,1360,"SE",1
"ESSVQ",2022-01-01,"All",68,"blue",30,2325,"ES",12
"DKNAK",2022-01-01,"All",19,"red",30,9667,"DK",19
"GBSOU",2022-01-01,"All",77,"blue",30,4193,"GB",14
"GBSSS",2022-01-01,"All",163,"blue",30,743,"GB",1
"CIABJ",2022-01-01,"All",27,"blue",30,6755,"CI",3
"CMDLA",2022-01-01,"All",161,"blue",30,5064,"CM",6
"GHTEM",2022-01-01,"All",56,"red",30,8239,"GH",16
"COTRB",2022-01-01,"All",87,"red",30,5841,"CO",6
"CRMOB",2022-01-01,"All",128,"blue",30,7664,"CR",12
"DOMAN",2022-01-01,"All",147,"blue",30,6244,"DO",14
"ARSPD",2022-01-01,"All",139,"red",30,1678,"AR",9
"USNNS",2022-01-01,"All",156,"red",30,6498,"US",6
"BEANR",2022-02-01,"All",147,"blue",30,7560,"BE",8
"GBLOW",2022-02-01,"All",26,"blue",30,2782,"GB",9
"SEYST",2022-02-01,"All",135,"red",30,8922,"SE",11
"ESSVQ",2022-02-01,"All",192,"blue",30,3166,"ES",2
"DKNAK",2022-02-01,"All",24,"red",30,7743,"DK",15
"GBSOU",2022-02-01,"All",116,"red",30,6734,"GB",11
"GBSSS",2022-02-01,"All",63,"blue",30,860,"GB",15
"CIABJ",2022-02-01,"All",22,"blue",30,7734,"CI",11
"CMDLA",2022-02-01,"All",196,"red",30,9600,"CM",15
"GHTEM",2022-02-01,"All",32,"red",30,5894,"GH",2
"COTRB",2022-02-01,"All",140,"blue",30,288,"CO",16
"CRMOB",2022-02-01,"All",89,"blue",30,1345,"CR",15
"DOMAN",2022-02-01,"All",87,"blue",30,8765,"DO",10
"ARSPD",2022-02-01,"All",140,"blue",30,2566,"AR",12
"USNNS",2022-02-01,"All",82,"red",30,4628,"US",17
"BEANR",2022-03-01,"All",149,"blue",30,5801,"BE",17
"GBLOW",2022-03-01,"All",14,"blue",30,7281,"GB",16
"SEYST",2022-03-01,"All",132,"blue",30,8894,"SE",10
"ESSVQ",2022-03-01,"All",42,"red",30,2586,"ES",3
"DKNAK",2022-03-01,"All",68,"blue",30,2393,"DK",7
"GBSOU",2022-03-01,"All",79,"red",30,8351,"GB",6
"GBSSS",2022-03-01,"All",146,"blue",30,5740,"GB",2
"CIABJ",2022-03-01,"All",151,"blue",30,7623,"CI",10
"CMDLA",2022-03-01,"All",98,"red",30,6232,"CM",1
"GHTEM",2022-03-01,"All",159,"red",30,1319,"GH",7
"COTRB",2022-03-01,"All",58,"red",30,7279,"CO",1
"CRMOB",2022-03-01,"All",37,"red",30,2949,"CR",6
"DOMAN",2022-03-01,"All",1,"blue",30,4749,"DO",4
"ARSPD",2022-03-01,"All",123,"blue",30,8947,"AR",10
"USNNS",2022-03-01,"All",187,"blue",30,5037,"US",1
"BEANR",2022-04-01,"All",89,"blue",30,8918,"BE",14
"GBLOW",2022-04-01,"All",104,"red",30,3258,"GB",6
"SEYST",2022-04-01,"All",102,"blue",30,9011,"SE",11
"ESSVQ",2022-04-01,"All",91,"blue",30,5459,"ES",15
"DKNAK",2022-04-01,"All",43,"blue",30,2982,"DK",14
"GBSOU",2022-04-01,"All",1,"blue",30,4531,"GB",13
"GBSSS",2022-04-01,"All",171,"blue",30,8216,"GB",14
"CIABJ",2022-04-01,"All",192,"blue",30,277,"CI",8
"CMDLA",2022-04-01,"All",21,"red",30,1785,"CM",4
"GHTEM",2022-04-01,"All",15,"red",30,1707,"GH",8
"COTRB",2022-04-01,"All",143,"red",30,2435,"CO",11
"CRMOB",2022-04-01,"All",181,"red",30,4573,"CR",12
"DOMAN",2022-04-01,"All",76,"red",30,1477,"DO",4
"ARSPD",2022-04-01,"All",186,"red",30,8770,"AR",11
"USNNS",2022-04-01,"All",169,"blue",30,4393,"US",9
"BEANR",2022-05-01,"All",178,"blue",30,941,"BE",20
"GBLOW",2022-05-01,"All",70,"red",30,627,"GB",10
"SEYST",2022-05-01,"All",74,"red",30,2798,"SE",3
"ESSVQ",2022-05-01,"All",170,"red",30,8691,"ES",19
"DKNAK",2022-05-01,"All",66,"red",30,2513,"DK",16
"GBSOU",2022-05-01,"All",65,"red",30,2924,"GB",17
"GBSSS",2022-05-01,"All",45,"red",30,4265,"GB",20
"CIABJ",2022-05-01,"All",3,"blue",30,5190,"CI",18
"CMDLA",2022-05-01,"All",58,"red",30,8073,"CM",11
"GHTEM",2022-05-01,"All",163,"blue",30,2882,"GH",8
"COTRB",2022-05-01,"All",136,"blue",30,4812,"CO",2
"CRMOB",2022-05-01,"All",183,"red",30,1354,"CR",1
"DOMAN",2022-05-01,"All",157,"red",30,324,"DO",18
"ARSPD",2022-05-01,"All",30,"blue",30,2,"AR",19
"USNNS",2022-05-01,"All",193,"red",30,6770,"US",2
"BEANR",2022-06-01,"All",147,"blue",30,65,"BE",7
"GBLOW",2022-06-01,"All",153,"red",30,6912,"GB",17
"SEYST",2022-06-01,"All",75,"blue",30,6577,"SE",18
"ESSVQ",2022-06-01,"All",104,"blue",30,508,"ES",12
"DKNAK",2022-06-01,"All",192,"red",30,9005,"DK",17
"GBSOU",2022-06-01,"All",62,"blue",30,1720,"GB",6
"GBSSS",2022-06-01,"All",107,"blue",30,2784,"GB",15
"CIABJ",2022-06-01,"All",115,"red",30,5516,"CI",5
"CMDLA",2022-06-01,"All",121,"blue",30,8334,"CM",11
"GHTEM",2022-06-01,"All",144,"blue",30,4949,"GH",20
"COTRB",2022-06-01,"All",56,"red",30,5418,"CO",11
"CRMOB",2022-06-01,"All",48,"red",30,2168,"CR",14
"DOMAN",2022-06-01,"All",81,"red",30,9704,"DO",6
"ARSPD",2022-06-01,"All",199,"blue",30,540,"AR",14
"USNNS",2022-06-01,"All",76,"blue",30,3229,"US",1
"BEANR",2022-07-01,"All",106,"blue",30,2592,"BE",16
"GBLOW",2022-07-01,"All",29,"red",30,538,"GB",7
"SEYST",2022-07-01,"All",32,"blue",30,3140,"SE",13
"ESSVQ",2022-07-01,"All",119,"red",30,717,"ES",7
"DKNAK",2022-07-01,"All",97,"red",30,3262,"DK",15
"GBSOU",2022-07-01,"All",150,"blue",30,2302,"GB",5
"GBSSS",2022-07-01,"All",100,"red",30,7469,"GB",6
"CIABJ",2022-07-01,"All",37,"red",30,9089,"CI",7
"CMDLA",2022-07-01,"All",151,"blue",30,6273,"CM",13
"GHTEM",2022-07-01,"All",86,"blue",30,2191,"GH",4
"COTRB",2022-07-01,"All",141,"blue",30,5658,"CO",17
"CRMOB",2022-07-01,"All",105,"red",30,3267,"CR",6
"DOMAN",2022-07-01,"All",13,"blue",30,5121,"DO",16
"ARSPD",2022-07-01,"All",191,"blue",30,6169,"AR",17
"USNNS",2022-07-01,"All",28,"red",30,3216,"US",4
"BEANR",2022-08-01,"All",50,"red",30,1720,"BE",3
"GBLOW",2022-08-01,"All",129,"blue",30,4171,"GB",8
"SEYST",2022-08-01,"All",178,"red",30,8289,"SE",13
"ESSVQ",2022-08-01,"All",163,"blue",30,5808,"ES",16
"DKNAK",2022-08-01,"All",60,"red",30,9022,"DK",19
"GBSOU",2022-08-01,"All",131,"red",30,5146,"GB",19
"GBSSS",2022-08-01,"All",134,"blue",30,3955,"GB",9
"CIABJ",2022-08-01,"All",32,"blue",30,4712,"CI",6
"CMDLA",2022-08-01,"All",64,"red",30,5563,"CM",15
"GHTEM",2022-08-01,"All",82,"blue",30,6672,"GH",12
"COTRB",2022-08-01,"All",34,"red",30,7583,"CO",9
"CRMOB",2022-08-01,"All",194,"red",30,6836,"CR",3
"DOMAN",2022-08-01,"All",96,"blue",30,5574,"DO",4
"ARSPD",2022-08-01,"All",76,"red",30,3844,"AR",3
"USNNS",2022-08-01,"All",147,"red",30,8580,"US",20
"BEANR",2022-09-01,"All",35,"red",30,2248,"BE",4
